
Episode Report #1 -------
EXP_STEP 	 episode	 #step 	 r_episode 	   fps	  T_env	T_agent	  ROUND	 g-fps	AGENT_T	 active	T_actor	   T_mt	 DCNN_EPOCH 	 weight_avg 	 delta_avg 	 L1 	 acc. 	 T_fp 	 T_bp 	 T_sgd 	T_batch	
  43935		    105 	  366.0	    80.000	  15.7	   17.5	   45.5	    105	  78.6	  43935	  0.331	   40.0	    0.5	   9733 	 2.79e-002 	 8.58e-005 	 1.621 	 69.1% 	 12.5 	 7.4 	 1.7 	 252.3 	
  44266		    106 	  331.0	   155.000	  16.1	   16.2	   45.7	    106	  80.5	  44266	  0.378	   42.9	    0.5	   9816 	 2.79e-002 	 7.50e-005 	 1.644 	 67.5% 	 12.4 	 7.8 	 1.5 	 246.2 	
  44631		    107 	  365.0	   110.000	  15.8	   16.3	   46.7	    107	  79.1	  44631	  0.351	   41.3	    0.5	   9907 	 2.80e-002 	 9.25e-005 	 1.672 	 67.9% 	 12.5 	 7.7 	 1.3 	 250.8 	
  45636		    108 	 1005.0	   485.000	  15.9	   16.1	   46.7	    108	  79.6	  45636	  0.362	   42.3	    0.5	  10158 	 2.81e-002 	 9.31e-005 	 1.637 	 68.8% 	 12.3 	 7.5 	 1.6 	 250.9 	
  45859		    109 	  223.0	    30.000	  15.5	   18.2	   46.3	    109	  77.5	  45859	  0.404	   41.8	    0.5	  10214 	 2.81e-002 	 1.35e-004 	 1.580 	 68.2% 	 12.7 	 7.3 	 1.8 	 256.9 	
  46170		    110 	  311.0	   115.000	  15.9	   18.7	   44.6	    110	  78.8	  46170	  0.402	   40.4	    0.5	  10292 	 2.82e-002 	 7.36e-005 	 1.548 	 70.2% 	 12.5 	 7.4 	 1.5 	 250.2 	
  46840		    111 	  670.0	   120.000	  15.8	   18.7	   44.5	    111	  79.1	  46840	  0.357	   40.4	    0.5	  10459 	 2.82e-002 	 8.33e-005 	 1.594 	 68.7% 	 12.4 	 7.3 	 1.6 	 252.5 	
  47346		    112 	  506.0	   360.000	  15.9	   17.4	   45.4	    112	  79.4	  47346	  0.375	   40.8	    0.5	  10586 	 2.83e-002 	 5.91e-005 	 1.532 	 68.5% 	 12.3 	 7.3 	 1.6 	 250.3 	
  47778		    113 	  432.0	   170.000	  16.2	   15.3	   46.2	    113	  81.1	  47778	  0.394	   42.4	    0.5	  10694 	 2.84e-002 	 7.22e-005 	 1.498 	 67.0% 	 12.3 	 7.3 	 1.5 	 245.7 	
  48186		    114 	  408.0	   135.000	  15.7	   16.8	   46.8	    114	  78.4	  48186	  0.400	   41.8	    0.5	  10796 	 2.84e-002 	 1.08e-004 	 1.629 	 69.1% 	 12.6 	 7.2 	 1.6 	 252.9 	
  48741		    115 	  555.0	   335.000	  16.0	   17.1	   45.3	    115	  80.1	  48741	  0.440	   41.1	    0.5	  10935 	 2.85e-002 	 9.83e-005 	 1.782 	 68.2% 	 12.3 	 7.3 	 1.5 	 248.5 	
  49111		    116 	  370.0	   100.000	  15.6	   16.5	   47.3	    116	  78.0	  49111	  0.424	   42.1	    0.5	  11027 	 2.85e-002 	 7.44e-005 	 1.612 	 68.9% 	 12.4 	 7.4 	 1.4 	 255.4 	
  49345		    117 	  234.0	   105.000	  15.5	   19.3	   44.9	    117	  77.8	  49345	  0.449	   39.8	    0.5	  11086 	 2.86e-002 	 6.14e-005 	 1.748 	 69.7% 	 12.8 	 7.2 	 1.7 	 255.1 	
  50023		    118 	  678.0	   320.000	  15.8	   16.9	   45.9	    118	  79.2	  50023	  0.395	   41.0	    0.5	  11255 	 2.87e-002 	 1.22e-004 	 1.750 	 67.2% 	 12.3 	 7.3 	 1.4 	 250.8 	
  50392		    119 	  369.0	   120.000	  15.9	   17.8	   45.2	    119	  79.4	  50392	  0.377	   41.5	    0.5	  11347 	 2.87e-002 	 9.51e-005 	 1.603 	 69.1% 	 12.4 	 7.2 	 1.6 	 250.4 	
  50786		    120 	  394.0	   120.000	  16.2	   16.1	   45.8	    120	  80.7	  50786	  0.414	   41.7	    0.5	  11446 	 2.87e-002 	 1.03e-004 	 1.560 	 68.2% 	 12.2 	 7.3 	 1.5 	 246.4 	
  51109		    121 	  323.0	   115.000	  16.0	   17.2	   44.9	    121	  80.3	  51109	  0.430	   40.5	    0.5	  11527 	 2.88e-002 	 1.00e-004 	 1.330 	 67.8% 	 12.5 	 7.0 	 1.5 	 247.2 	
  51413		    122 	  304.0	    35.000	  16.1	   17.9	   43.4	    122	  80.6	  51413	  0.365	   40.8	    0.5	  11603 	 2.88e-002 	 6.08e-005 	 1.694 	 67.2% 	 12.6 	 7.1 	 1.7 	 246.8 	
  51705		    123 	  292.0	    35.000	  16.0	   17.6	   44.5	    123	  79.5	  51705	  0.428	   41.0	    0.5	  11676 	 2.88e-002 	 9.27e-005 	 1.750 	 67.4% 	 12.6 	 7.0 	 1.6 	 248.3 	
  51897		    124 	  192.0	    15.000	  16.2	   17.2	   43.4	    124	  81.6	  51897	  0.375	   39.3	    0.5	  11724 	 2.89e-002 	 1.00e-004 	 1.554 	 68.2% 	 12.5 	 7.0 	 1.4 	 242.8 	
  52304		    125 	  407.0	   190.000	  15.7	   15.7	   47.4	    125	  78.6	  52304	  0.408	   41.6	    0.5	  11825 	 2.89e-002 	 9.19e-005 	 1.668 	 68.3% 	 12.6 	 7.2 	 1.4 	 253.1 	
  52741		    126 	  437.0	   120.000	  15.8	   18.0	   45.6	    126	  78.6	  52741	  0.460	   40.8	    0.4	  11935 	 2.90e-002 	 7.70e-005 	 1.792 	 68.7% 	 12.5 	 7.2 	 1.6 	 252.8 	
  52961		    127 	  220.0	    55.000	  15.2	   17.1	   47.9	    127	  76.4	  52961	  0.486	   42.8	    0.5	  11990 	 2.90e-002 	 1.41e-004 	 1.495 	 64.5% 	 12.8 	 7.2 	 1.6 	 260.7 	
  53274		    128 	  313.0	    20.000	  16.0	   16.1	   45.8	    128	  80.0	  53274	  0.463	   41.6	    0.5	  12068 	 2.90e-002 	 8.09e-005 	 1.662 	 67.5% 	 12.4 	 7.1 	 1.5 	 248.6 	
  53781		    129 	  507.0	   415.000	  16.0	   15.9	   46.3	    129	  80.1	  53781	  0.448	   42.1	    0.4	  12195 	 2.91e-002 	 1.00e-004 	 1.643 	 67.8% 	 12.3 	 7.2 	 1.6 	 248.4 	
  54426		    130 	  645.0	   295.000	  15.9	   16.8	   45.8	    130	  79.5	  54426	  0.464	   41.4	    0.4	  12356 	 2.91e-002 	 7.52e-005 	 1.532 	 68.3% 	 12.5 	 7.1 	 1.6 	 249.8 	
  54933		    131 	  507.0	   180.000	  15.8	   18.3	   44.8	    131	  79.0	  54933	  0.454	   40.7	    0.4	  12483 	 2.92e-002 	 1.01e-004 	 1.552 	 67.8% 	 12.4 	 7.1 	 1.6 	 252.2 	
  55528		    132 	  595.0	   470.000	  15.8	   16.0	   46.8	    132	  79.3	  55528	  0.461	   42.2	    0.4	  12631 	 2.93e-002 	 7.34e-005 	 1.628 	 68.5% 	 12.4 	 7.0 	 1.5 	 251.2 	
  55828		    133 	  300.0	    80.000	  15.7	   17.9	   45.7	    133	  78.5	  55828	  0.457	   40.9	    0.5	  12706 	 2.93e-002 	 1.19e-004 	 1.881 	 67.4% 	 12.6 	 7.1 	 1.6 	 254.1 	
  56573		    134 	  745.0	   455.000	  15.8	   18.2	   45.2	    134	  78.9	  56573	  0.475	   40.9	    0.4	  12893 	 2.94e-002 	 8.79e-005 	 1.572 	 68.6% 	 12.4 	 7.2 	 1.7 	 253.0 	
  57054		    135 	  481.0	   240.000	  16.1	   16.8	   45.0	    135	  80.3	  57054	  0.451	   41.0	    0.4	  13013 	 2.95e-002 	 1.05e-004 	 1.667 	 66.9% 	 12.1 	 7.3 	 1.7 	 247.6 	
  57412		    136 	  358.0	   105.000	  15.5	   19.7	   44.0	    136	  78.2	  57412	  0.447	   40.2	    0.5	  13102 	 2.95e-002 	 7.72e-005 	 1.860 	 66.7% 	 12.6 	 7.0 	 1.7 	 255.0 	
  57931		    137 	  519.0	   360.000	  16.0	   18.0	   44.6	    137	  79.9	  57931	  0.484	   40.6	    0.5	  13232 	 2.96e-002 	 6.17e-005 	 1.565 	 67.4% 	 12.1 	 7.0 	 1.6 	 249.4 	
  58284		    138 	  353.0	   210.000	  16.3	   16.5	   44.7	    138	  81.5	  58284	  0.456	   40.9	    0.5	  13320 	 2.96e-002 	 7.38e-005 	 1.722 	 67.3% 	 12.3 	 7.1 	 1.6 	 244.1 	
  58828		    139 	  544.0	   175.000	  16.1	   15.5	   46.7	    139	  80.3	  58828	  0.502	   42.0	    0.4	  13456 	 2.96e-002 	 7.49e-005 	 1.989 	 66.9% 	 12.3 	 7.0 	 1.7 	 248.4 	
  59028		    140 	  200.0	    60.000	  16.4	   17.0	   43.9	    140	  82.1	  59028	  0.485	   39.2	    0.5	  13506 	 2.97e-002 	 8.61e-005 	 1.806 	 68.1% 	 12.1 	 6.9 	 1.8 	 242.8 	
  59404		    141 	  376.0	   115.000	  15.9	   18.2	   44.7	    141	  79.4	  59404	  0.489	   41.1	    0.4	  13600 	 2.97e-002 	 6.05e-005 	 1.903 	 68.1% 	 12.5 	 7.2 	 2.1 	 251.3 	
  59856		    142 	  452.0	   165.000	  16.2	   16.9	   45.0	    142	  80.7	  59856	  0.471	   41.6	    0.4	  13713 	 2.98e-002 	 8.49e-005 	 1.738 	 66.3% 	 12.5 	 7.0 	 1.8 	 247.2 	
  60215		    143 	  359.0	   155.000	  16.0	   18.0	   44.3	    143	  80.2	  60215	  0.454	   40.1	    0.4	  13803 	 2.98e-002 	 6.54e-005 	 1.476 	 68.1% 	 12.4 	 6.9 	 1.7 	 248.2 	
  60570		    144 	  355.0	   150.000	  15.8	   16.6	   46.6	    144	  79.1	  60570	  0.555	   42.1	    0.5	  13892 	 2.99e-002 	 1.11e-004 	 1.703 	 67.3% 	 12.4 	 7.2 	 1.8 	 251.5 	
  60986		    145 	  416.0	   150.000	  16.0	   16.5	   46.2	    145	  79.5	  60986	  0.464	   42.5	    0.4	  13996 	 2.99e-002 	 7.59e-005 	 1.451 	 65.8% 	 12.7 	 7.0 	 2.0 	 250.7 	
  61386		    146 	  400.0	   125.000	  16.0	   14.9	   47.2	    146	  80.2	  61386	  0.510	   43.2	    0.4	  14096 	 3.00e-002 	 9.10e-005 	 1.629 	 68.9% 	 12.1 	 7.0 	 1.8 	 247.6 	
  62060		    147 	  674.0	   610.000	  16.1	   16.2	   45.6	    147	  80.7	  62060	  0.482	   41.9	    0.4	  14264 	 3.00e-002 	 5.70e-005 	 1.939 	 68.0% 	 12.2 	 7.0 	 2.0 	 247.2 	
  62691		    148 	  631.0	   255.000	  16.0	   17.6	   45.1	    148	  79.7	  62691	  0.525	   41.7	    0.4	  14422 	 3.01e-002 	 7.64e-005 	 1.656 	 67.1% 	 12.2 	 6.8 	 1.9 	 249.9 	
  62975		    149 	  284.0	    95.000	  15.8	   18.6	   44.7	    149	  78.9	  62975	  0.532	   40.6	    0.5	  14493 	 3.01e-002 	 1.08e-004 	 1.658 	 65.5% 	 12.6 	 6.8 	 1.8 	 251.5 	
  63233		    150 	  258.0	    70.000	  16.4	   13.8	   47.5	    150	  81.4	  63233	  0.512	   42.9	    0.5	  14558 	 3.02e-002 	 3.87e-005 	 1.702 	 67.0% 	 12.2 	 6.8 	 2.0 	 242.9 	
  63543		    151 	  310.0	   160.000	  15.9	   16.5	   45.7	    151	  80.0	  63543	  0.487	   40.4	    0.4	  14635 	 3.02e-002 	 5.32e-005 	 1.961 	 65.3% 	 12.6 	 6.7 	 1.9 	 249.3 	
  64210		    152 	  667.0	   325.000	  16.2	   16.1	   45.8	    152	  80.7	  64210	  0.526	   42.5	    0.4	  14802 	 3.03e-002 	 6.58e-005 	 1.831 	 68.0% 	 12.4 	 6.8 	 2.0 	 246.6 	
  64782		    153 	  572.0	   350.000	  16.0	   18.0	   44.5	    153	  79.9	  64782	  0.490	   40.7	    0.4	  14945 	 3.04e-002 	 7.72e-005 	 1.730 	 67.7% 	 12.5 	 6.9 	 1.9 	 249.1 	
  65242		    154 	  460.0	   210.000	  16.1	   18.6	   43.4	    154	  80.3	  65242	  0.539	   39.8	    0.4	  15060 	 3.04e-002 	 8.26e-005 	 1.832 	 67.7% 	 12.4 	 6.8 	 2.1 	 247.7 	
  65838		    155 	  596.0	   375.000	  16.2	   16.4	   45.0	    155	  81.2	  65838	  0.498	   40.4	    0.4	  15209 	 3.05e-002 	 1.16e-004 	 1.733 	 67.3% 	 12.4 	 6.9 	 2.0 	 245.3 	
  66311		    156 	  473.0	   380.000	  15.8	   17.4	   45.3	    156	  79.5	  66311	  0.522	   41.4	    0.4	  15327 	 3.05e-002 	 6.75e-005 	 1.964 	 65.1% 	 12.4 	 6.9 	 2.0 	 250.6 	
  66676		    157 	  365.0	   105.000	  16.2	   16.4	   45.1	    157	  81.0	  66676	  0.562	   40.1	    0.4	  15418 	 3.06e-002 	 6.57e-005 	 1.704 	 66.5% 	 12.1 	 7.0 	 1.6 	 245.3 	
  67011		    158 	  335.0	   110.000	  16.1	   17.8	   44.2	    158	  80.5	  67011	  0.552	   39.9	    0.4	  15502 	 3.06e-002 	 1.06e-004 	 2.093 	 67.7% 	 12.2 	 6.8 	 2.0 	 247.0 	
  67443		    159 	  432.0	   135.000	  15.9	   17.1	   46.0	    159	  79.3	  67443	  0.593	   41.7	    0.4	  15610 	 3.07e-002 	 1.06e-004 	 1.795 	 67.0% 	 12.4 	 6.9 	 2.0 	 251.1 	
  67709		    160 	  266.0	   135.000	  15.6	   18.1	   46.1	    160	  77.9	  67709	  0.556	   41.2	    0.5	  15677 	 3.07e-002 	 7.49e-005 	 1.616 	 68.2% 	 12.3 	 6.8 	 2.1 	 255.5 	
  68084		    161 	  375.0	   130.000	  16.0	   17.1	   44.8	    161	  79.9	  68084	  0.603	   41.5	    0.5	  15770 	 3.07e-002 	 9.79e-005 	 1.968 	 67.4% 	 12.4 	 7.0 	 1.8 	 248.4 	
  68595		    162 	  511.0	   285.000	  15.9	   16.9	   45.9	    162	  79.5	  68595	  0.560	   41.7	    0.5	  15898 	 3.08e-002 	 1.19e-004 	 1.701 	 67.0% 	 12.4 	 6.9 	 2.0 	 250.6 	
  69228		    163 	  633.0	   340.000	  16.2	   16.2	   45.5	    163	  80.9	  69228	  0.591	   40.9	    0.4	  16056 	 3.09e-002 	 7.89e-005 	 1.696 	 66.3% 	 12.3 	 6.7 	 2.0 	 246.4 	
  69617		    164 	  389.0	   110.000	  16.2	   16.1	   45.8	    164	  80.7	  69617	  0.576	   41.0	    0.4	  16154 	 3.09e-002 	 9.41e-005 	 1.718 	 68.8% 	 12.4 	 7.0 	 1.9 	 247.1 	
  69974		    165 	  357.0	   110.000	  15.8	   18.6	   44.6	    165	  78.3	  69974	  0.588	   39.7	    0.4	  16243 	 3.09e-002 	 1.37e-004 	 1.940 	 67.7% 	 12.5 	 6.8 	 2.0 	 252.4 	
  70692		    166 	  718.0	   330.000	  15.9	   17.8	   45.0	    166	  79.5	  70692	  0.623	   40.8	    0.4	  16422 	 3.10e-002 	 6.00e-005 	 1.798 	 67.3% 	 12.4 	 6.8 	 1.9 	 250.9 	
  71116		    167 	  424.0	   160.000	  15.6	   17.1	   47.2	    167	  77.8	  71116	  0.613	   42.6	    0.4	  16528 	 3.11e-002 	 7.78e-005 	 1.736 	 66.7% 	 12.8 	 6.9 	 2.4 	 256.4 	
  71362		    168 	  246.0	   105.000	  16.3	   16.0	   45.4	    168	  81.4	  71362	  0.577	   40.3	    0.4	  16590 	 3.11e-002 	 5.99e-005 	 1.563 	 65.2% 	 12.0 	 6.8 	 2.1 	 243.8 	
  71894		    169 	  532.0	   380.000	  15.6	   16.6	   47.5	    169	  77.9	  71894	  0.633	   42.9	    0.4	  16723 	 3.12e-002 	 9.43e-005 	 1.762 	 68.1% 	 12.4 	 6.8 	 2.1 	 255.7 	
  72581		    170 	  687.0	   530.000	  16.0	   15.9	   46.4	    170	  80.1	  72581	  0.623	   42.3	    0.4	  16895 	 3.13e-002 	 9.31e-005 	 1.638 	 66.8% 	 12.5 	 6.8 	 2.3 	 248.9 	
  72945		    171 	  364.0	    90.000	  15.8	   16.2	   46.3	    171	  79.0	  72945	  0.604	   42.2	    0.4	  16986 	 3.13e-002 	 1.09e-004 	 1.580 	 67.1% 	 12.7 	 6.9 	 2.0 	 251.4 	
  73319		    172 	  374.0	   195.000	  16.1	   18.3	   43.1	    172	  80.8	  73319	  0.578	   39.5	    0.4	  17079 	 3.13e-002 	 1.02e-004 	 1.942 	 67.1% 	 12.1 	 6.7 	 2.2 	 246.1 	
  73720		    173 	  401.0	   240.000	  15.5	   16.8	   47.6	    173	  77.5	  73720	  0.651	   43.6	    0.4	  17179 	 3.14e-002 	 7.34e-005 	 1.679 	 67.1% 	 12.7 	 6.7 	 2.5 	 256.9 	
  73938		    174 	  218.0	    65.000	  16.0	   19.7	   43.1	    174	  79.5	  73938	  0.624	   37.5	    0.4	  17234 	 3.14e-002 	 1.06e-004 	 1.827 	 68.4% 	 12.2 	 6.7 	 2.1 	 249.0 	
  74454		    175 	  516.0	   250.000	  15.8	   18.8	   44.2	    175	  79.2	  74454	  0.599	   40.2	    0.5	  17363 	 3.15e-002 	 1.07e-004 	 1.596 	 67.4% 	 12.4 	 6.6 	 2.2 	 251.6 	
  74822		    176 	  368.0	   135.000	  15.8	   18.2	   44.7	    176	  79.1	  74822	  0.620	   40.7	    0.4	  17455 	 3.15e-002 	 1.10e-004 	 1.558 	 67.6% 	 12.4 	 6.8 	 2.3 	 251.2 	
  75184		    177 	  362.0	   125.000	  15.7	   17.2	   45.8	    177	  79.0	  75184	  0.583	   42.3	    0.5	  17545 	 3.16e-002 	 1.15e-004 	 1.853 	 68.5% 	 12.5 	 6.8 	 2.2 	 251.2 	
  75658		    178 	  474.0	   215.000	  16.0	   17.7	   45.1	    178	  79.5	  75658	  0.593	   41.3	    0.4	  17664 	 3.16e-002 	 6.72e-005 	 1.518 	 67.0% 	 12.3 	 6.9 	 2.1 	 250.5 	
  76048		    179 	  390.0	   120.000	  15.9	   17.2	   45.4	    179	  79.5	  76048	  0.638	   41.9	    0.4	  17761 	 3.17e-002 	 1.14e-004 	 1.990 	 67.7% 	 12.2 	 6.8 	 2.2 	 250.8 	
  76395		    180 	  347.0	    85.000	  15.9	   18.0	   44.7	    180	  79.7	  76395	  0.646	   40.8	    0.4	  17848 	 3.17e-002 	 8.33e-005 	 1.680 	 66.8% 	 12.6 	 6.8 	 2.3 	 249.6 	
  76771		    181 	  376.0	   125.000	  15.8	   18.6	   44.5	    181	  79.1	  76771	  0.638	   40.1	    0.4	  17942 	 3.18e-002 	 8.75e-005 	 1.916 	 66.8% 	 12.6 	 6.8 	 1.9 	 250.5 	
  77249		    182 	  478.0	   210.000	  16.0	   16.3	   46.1	    182	  80.1	  77249	  0.605	   41.6	    0.4	  18062 	 3.18e-002 	 1.15e-004 	 1.757 	 67.6% 	 12.2 	 6.8 	 2.2 	 248.6 	
  77642		    183 	  393.0	   155.000	  15.3	   18.9	   46.2	    183	  76.1	  77642	  0.651	   42.4	    0.5	  18160 	 3.19e-002 	 1.10e-004 	 1.827 	 67.6% 	 13.0 	 9.5 	 2.1 	 260.7 	
  78007		    184 	  365.0	   120.000	  15.0	   21.4	   45.0	    184	  75.2	  78007	  0.630	   41.2	    0.5	  18251 	 3.19e-002 	 9.33e-005 	 1.817 	 67.2% 	 13.3 	 14.3 	 2.3 	 263.8 	
  78286		    185 	  279.0	   105.000	  15.1	   22.3	   44.1	    185	  75.3	  78286	  0.695	   40.7	    0.5	  18321 	 3.19e-002 	 5.72e-005 	 1.639 	 65.2% 	 13.6 	 15.3 	 2.3 	 262.2 	
  78597		    186 	  311.0	   135.000	  15.8	   20.7	   42.3	    186	  79.3	  78597	  0.666	   39.5	    0.5	  18399 	 3.20e-002 	 5.53e-005 	 1.820 	 66.6% 	 12.9 	 16.3 	 2.3 	 252.2 	
  78871		    187 	  274.0	   115.000	  15.4	   21.7	   42.4	    187	  77.1	  78871	  0.701	   38.3	    0.5	  18467 	 3.20e-002 	 9.84e-005 	 1.780 	 66.1% 	 12.9 	 15.7 	 1.9 	 256.1 	
  79386		    188 	  515.0	   215.000	  15.9	   20.9	   42.2	    188	  79.1	  79386	  0.697	   38.9	    0.5	  18596 	 3.21e-002 	 7.19e-005 	 2.055 	 66.2% 	 12.8 	 15.7 	 2.1 	 251.2 	
  79853		    189 	  467.0	   210.000	  15.9	   20.7	   42.1	    189	  79.5	  79853	  0.677	   37.7	    0.5	  18713 	 3.22e-002 	 9.83e-005 	 1.880 	 67.3% 	 12.8 	 15.0 	 2.2 	 249.8 	
  80243		    190 	  390.0	   135.000	  16.0	   21.7	   40.1	    190	  80.5	  80243	  0.679	   37.6	    0.5	  18810 	 3.22e-002 	 7.10e-005 	 1.640 	 67.6% 	 12.5 	 14.9 	 2.0 	 247.5 	
  80671		    191 	  428.0	   230.000	  15.6	   21.6	   42.5	    191	  77.9	  80671	  0.685	   39.1	    0.5	  18917 	 3.23e-002 	 9.86e-005 	 1.740 	 66.3% 	 12.8 	 14.0 	 2.0 	 255.0 	
  80988		    192 	  317.0	   180.000	  15.6	   20.0	   44.2	    192	  77.9	  80988	  0.685	   41.1	    0.5	  18996 	 3.23e-002 	 1.04e-004 	 1.563 	 66.7% 	 12.6 	 16.1 	 2.1 	 256.4 	
  81516		    193 	  528.0	   210.000	  15.8	   21.9	   41.2	    193	  79.1	  81516	  0.667	   37.9	    0.5	  19128 	 3.23e-002 	 8.20e-005 	 1.576 	 65.7% 	 13.0 	 15.2 	 2.0 	 252.1 	
  81816		    194 	  300.0	   110.000	  15.6	   19.5	   44.7	    194	  77.8	  81816	  0.673	   40.1	    0.5	  19203 	 3.24e-002 	 7.17e-005 	 1.668 	 66.8% 	 12.8 	 13.6 	 1.9 	 256.2 	
  82236		    195 	  420.0	   135.000	  15.7	   22.4	   41.3	    195	  78.4	  82236	  0.690	   37.3	    0.5	  19308 	 3.24e-002 	 1.11e-004 	 1.732 	 67.4% 	 13.1 	 15.2 	 2.1 	 254.2 	
  82653		    196 	  417.0	   100.000	  15.5	   21.5	   43.3	    196	  77.0	  82653	  0.724	   39.9	    0.5	  19413 	 3.25e-002 	 8.96e-005 	 1.865 	 66.1% 	 12.8 	 15.3 	 2.2 	 258.1 	
  83433		    197 	  780.0	   515.000	  15.5	   21.3	   43.2	    197	  77.4	  83433	  0.735	   39.5	    0.5	  19608 	 3.26e-002 	 8.22e-005 	 1.767 	 66.2% 	 12.8 	 15.4 	 2.0 	 257.7 	
  83761		    198 	  328.0	   150.000	  15.5	   19.5	   44.3	    198	  77.7	  83761	  0.713	   40.2	    0.5	  19690 	 3.26e-002 	 1.06e-004 	 1.726 	 67.1% 	 13.0 	 15.5 	 2.1 	 257.7 	
  84129		    199 	  368.0	   240.000	  15.9	   20.0	   42.3	    199	  79.2	  84129	  0.742	   38.4	    0.5	  19782 	 3.26e-002 	 1.19e-004 	 1.614 	 66.2% 	 13.0 	 14.3 	 2.1 	 249.2 	
  84535		    200 	  406.0	   145.000	  15.7	   22.7	   40.3	    200	  78.8	  84535	  0.734	   36.4	    0.5	  19883 	 3.27e-002 	 7.65e-005 	 1.673 	 66.6% 	 12.7 	 15.1 	 2.3 	 252.1 	
  84858		    201 	  323.0	   135.000	  16.1	   22.8	   39.4	    201	  80.4	  84858	  0.731	   35.9	    0.5	  19964 	 3.27e-002 	 6.88e-005 	 1.699 	 66.4% 	 12.6 	 14.0 	 2.1 	 246.4 	
  85283		    202 	  425.0	   210.000	  16.1	   20.8	   41.2	    202	  80.5	  85283	  0.760	   37.7	    0.5	  20070 	 3.28e-002 	 5.43e-005 	 1.636 	 66.3% 	 12.5 	 14.9 	 2.2 	 248.2 	
  85686		    203 	  403.0	   130.000	  16.1	   18.6	   43.3	    203	  80.6	  85686	  0.700	   40.1	    0.5	  20171 	 3.28e-002 	 6.62e-005 	 1.814 	 66.8% 	 12.4 	 14.4 	 2.3 	 246.5 	
  85959		    204 	  273.0	   105.000	  14.8	   22.9	   44.0	    204	  74.2	  85959	  0.696	   40.4	    0.5	  20239 	 3.29e-002 	 9.25e-005 	 1.755 	 66.8% 	 13.1 	 14.7 	 2.4 	 267.4 	
  86438		    205 	  479.0	   240.000	  15.6	   21.5	   42.5	    205	  78.0	  86438	  0.720	   39.2	    0.5	  20359 	 3.29e-002 	 5.08e-005 	 1.851 	 67.3% 	 12.7 	 15.6 	 2.1 	 254.6 	
  86922		    206 	  484.0	   380.000	  15.0	   20.7	   46.1	    206	  74.8	  86922	  0.750	   41.5	    0.5	  20480 	 3.30e-002 	 1.22e-004 	 1.597 	 66.1% 	 13.3 	 13.3 	 2.2 	 265.8 	
  87227		    207 	  305.0	   180.000	  16.1	   21.6	   40.6	    207	  80.4	  87227	  0.741	   38.1	    0.5	  20556 	 3.30e-002 	 5.70e-005 	 1.649 	 65.7% 	 12.6 	 15.5 	 2.1 	 248.3 	
  87468		    208 	  241.0	   105.000	  16.3	   21.9	   39.6	    208	  81.3	  87468	  0.705	   36.5	    0.5	  20616 	 3.31e-002 	 7.00e-005 	 2.027 	 65.3% 	 12.8 	 14.9 	 2.0 	 244.4 	
  87800		    209 	  332.0	   155.000	  16.1	   19.3	   42.8	    209	  80.3	  87800	  0.753	   39.9	    0.5	  20699 	 3.31e-002 	 7.61e-005 	 1.823 	 67.0% 	 12.5 	 15.1 	 2.2 	 248.2 	
  88124		    210 	  324.0	   155.000	  15.6	   21.2	   42.7	    210	  78.2	  88124	  0.781	   39.2	    0.5	  20780 	 3.31e-002 	 1.28e-004 	 1.597 	 67.0% 	 12.8 	 14.8 	 2.0 	 255.0 	
  88753		    211 	  629.0	   175.000	  14.1	   23.7	   47.5	    211	  70.2	  88753	  0.773	   43.8	    0.5	  20938 	 3.32e-002 	 7.55e-005 	 1.789 	 66.7% 	 13.6 	 15.6 	 2.1 	 284.2 	
  89239		    212 	  486.0	   210.000	  14.6	   22.1	   45.7	    212	  73.2	  89239	  0.741	   42.2	    0.5	  21059 	 3.33e-002 	 1.09e-004 	 1.859 	 65.5% 	 13.7 	 15.6 	 2.2 	 271.6 	
  89606		    213 	  367.0	   120.000	  13.8	   24.6	   47.9	    213	  68.9	  89606	  0.752	   44.2	    0.5	  21151 	 3.33e-002 	 1.24e-004 	 1.748 	 64.9% 	 14.4 	 16.4 	 2.4 	 287.9 	
  89861		    214 	  255.0	   110.000	  15.8	   21.2	   41.8	    214	  79.3	  89861	  0.761	   39.0	    0.5	  21215 	 3.34e-002 	 7.07e-005 	 1.610 	 67.2% 	 13.0 	 13.4 	 2.2 	 251.8 	
  90691		    215 	  830.0	   520.000	  14.6	   23.8	   44.2	    215	  73.2	  90691	  0.745	   40.7	    0.5	  21422 	 3.35e-002 	 7.64e-005 	 1.733 	 66.7% 	 13.7 	 16.1 	 2.2 	 271.6 	
  91115		    216 	  424.0	   120.000	  14.4	   23.3	   46.1	    216	  71.9	  91115	  0.781	   42.2	    0.5	  21528 	 3.35e-002 	 1.16e-004 	 1.774 	 65.0% 	 13.5 	 15.3 	 2.0 	 276.5 	
  91349		    217 	  234.0	    80.000	  15.9	   21.2	   41.4	    217	  79.7	  91349	  0.744	   37.0	    0.5	  21587 	 3.35e-002 	 6.78e-005 	 1.877 	 67.1% 	 12.6 	 13.7 	 2.1 	 249.1 	
  91930		    218 	  581.0	   365.000	  14.1	   23.9	   47.0	    218	  70.2	  91930	  0.780	   43.4	    0.5	  21732 	 3.36e-002 	 1.27e-004 	 1.853 	 67.4% 	 13.7 	 14.0 	 2.2 	 282.9 	
